Rk,G,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
40,37,32-017,CLE,@,GSW,L (-35),1,35:00:00,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32
41,38,32-020,CLE,,PHO,W (+15),1,39:08:00,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14
42,39,32-022,CLE,,SAS,L (-3),1,45:20:00,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16
43,40,32-024,CLE,@,NOP,L (-2),1,43:43:00,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-11
44,41,32-026,CLE,,SAC,L (-4),1,44:49:00,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1
45,42,32-028,CLE,,BRK,W (+8),1,34:14:00,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22
46,43,32-030,CLE,,OKC,W (+16),1,36:50:00,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,10
47,44,32-031,CLE,@,DAL,L (-7),1,37:17:00,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8
48,45,32-033,CLE,,MIN,W (+28),1,34:28:00,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16
49,46,32-036,CLE,@,NYK,W (+7),1,39:35:00,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,11
50,47,32-038,CLE,@,WAS,W (+5),1,42:04:00,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0
51,48,32-040,CLE,@,IND,W (+15),1,38:16:00,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,8
52,49,32-041,CLE,@,OKC,L (-9),1,40:53:00,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4
53,50,32-043,CLE,,DEN,W (+16),1,33:09:00,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,26
54,51,32-046,CLE,@,MIN,W (+8),1,39:30:00,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,11
55,52,32-047,CLE,,IND,W (+9),1,32:35:00,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,9
56,53,32-055,CLE,,NYK,W (+15),1,37:06:00,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,10
58,54,32-059,CLE,,MIL,W (+7),1,37:11:00,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,8
59,55,32-061,CLE,@,BOS,L (-4),1,40:02:00,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3
60,56,32-063,CLE,@,ATL,W (+5),1,39:10:00,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,5
62,57,32-066,CLE,,MIA,L (-8),1,38:41:00,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,25.8,14
63,58,32-069,CLE,@,DET,L (-5),1,39:05:00,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,18
64,59,32-071,CLE,@,ORL,W (+12),1,37:34:00,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,23.3,12
65,60,32-072,CLE,@,HOU,L (-5),1,40:10:00,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9
66,61,32-074,CLE,,DET,W (+32),1,28:24:00,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,16,19.3,22
67,62,32-076,CLE,,UTA,W (+8),1,38:15:00,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1,14
69,63,32-079,CLE,@,LAL,W (+5),1,37:51:00,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,12
70,64,32-082,CLE,@,DEN,L (-13),1,34:10:00,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,18,13.7,-30
71,65,32-084,CLE,@,CHO,W (+7),1,39:54:00,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,32,33,1
72,66,32-085,CLE,,WAS,L (-12),1,40:35:00,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11
73,67,32-087,CLE,@,SAS,L (-29),1,29:32:00,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,17,12.7,-13
74,68,32-090,CLE,@,CHI,L (-6),1,39:07:00,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3
75,69,32-091,CLE,,PHI,W (+17),1,29:56:00,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,27.9,31
76,70,32-093,CLE,,IND,W (+5),1,51:39:00,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,38.3,-1
77,71,32-095,CLE,,ORL,W (+20),1,37:06:00,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,17
78,72,32-096,CLE,@,BOS,W (+23),1,38:33:00,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,36,32.4,32
79,73,32-098,CLE,,ATL,L (-14),1,41:25:00,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15
80,74,32-100,CLE,@,ATL,L (-1),1,46:50:00,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,29.9,2
1,1,32-291,CLE,,BOS,W (+3),1,41:12:00,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,28.2,0
2,2,32-294,CLE,@,MIL,W (+19),1,37:25:00,10,16,0.625,2,4,0.5,2,2,1,1,4,5,8,1,1,5,2,24,20.2,13
3,3,32-295,CLE,,ORL,L (-21),1,31:12:00,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,0,22,17.6,-31
4,4,32-298,CLE,,CHI,W (+7),1,37:15:00,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,1,34,35.1,7
5,5,32-299,CLE,@,BRK,L (-5),1,41:22:00,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,1,29,25.1,-2
6,6,32-302,CLE,@,NOP,L (-22),1,30:46:00,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,3,18,13.6,-10
7,7,32-303,CLE,,NYK,L (-19),1,39:28:00,7,15,0.467,1,4,0.25,1,1,1,1,9,10,7,2,0,4,2,16,13.8,-17
8,8,32-306,CLE,,IND,L (-17),1,37:28:00,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,1,33,27,-12
9,9,32-308,CLE,@,WAS,W (+8),1,42:41:00,23,34,0.676,2,4,0.5,9,9,1,5,6,11,7,3,2,3,2,57,53.2,6
10,10,32-310,CLE,,ATL,L (-2),1,40:35:00,10,17,0.588,0,3,0,6,6,1,2,3,5,13,1,2,6,4,26,24.3,-4
11,11,32-312,CLE,,MIL,W (+5),1,36:42:00,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,1,30,29.9,6
12,12,32-314,CLE,@,HOU,L (-4),1,40:01:00,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,4,33,20,5
13,13,32-316,CLE,@,DAL,W (+7),1,41:47:00,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,3,19,10.8,5
14,14,32-318,CLE,@,NYK,W (+3),1,36:16:00,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,1,23,23.8,2
15,15,32-320,CLE,@,CHO,W (+8),1,36:38:00,12,24,0.5,4,7,0.571,3,3,1,2,4,6,8,2,1,3,4,31,25.3,1
16,16,32-322,CLE,,LAC,W (+5),1,46:08:00,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,0,39,28.8,1
17,17,32-325,CLE,@,DET,W (+28),1,27:16:00,7,14,0.5,3,5,0.6,1,1,1,0,2,2,8,1,1,0,2,18,18.1,21
18,18,32-327,CLE,,BRK,W (+10),1,33:26:00,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,2,33,28.6,20
19,19,32-329,CLE,,CHO,W (+1),1,39:34:00,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,2,27,28.4,-2
20,20,32-332,CLE,@,PHI,W (+22),1,31:03:00,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,0,30,24.9,1
21,21,32-333,CLE,,MIA,W (+11),1,28:26:00,10,16,0.625,1,3,0.333,0,1,0,2,10,12,6,5,1,2,1,21,25.3,26
22,22,32-335,CLE,@,ATL,W (+7),1,37:34:00,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,3,24,28.5,10
23,23,32-337,CLE,,MEM,W (+5),1,39:09:00,13,22,0.591,0,3,0,8,8,1,0,2,2,12,0,1,5,1,34,28.1,-5
24,24,32-339,CLE,@,CHI,W (+22),1,34:16:00,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,1,23,21.6,27
25,25,32-341,CLE,,SAC,W (+6),1,41:03:00,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,0,32,30.8,2
26,26,32-343,CLE,@,IND,L (-4),1,39:25:00,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,1,29,26.4,3
27,27,32-344,CLE,,PHI,W (+7),1,38:44:00,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,1,30,27.5,-3
28,28,32-347,CLE,,ATL,W (+9),1,35:01:00,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,25,32.3,19
29,29,32-349,CLE,,LAL,W (+9),1,38:43:00,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,0,25,24.8,14
30,30,32-351,CLE,,UTA,W (+9),1,36:48:00,9,15,0.6,1,4,0.25,10,10,1,0,11,11,10,1,0,5,2,29,27.6,0
31,31,32-352,CLE,@,WAS,W (+7),1,41:21:00,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,4,20,14.4,4
32,32,32-354,CLE,@,MIL,L (-3),1,34:14:00,14,22,0.636,6,11,0.545,5,5,1,0,1,1,7,3,2,7,1,39,31.4,-7
33,33,32-356,CLE,,CHI,W (+3),1,39:06:00,12,23,0.522,2,5,0.4,8,8,1,1,5,6,9,3,0,4,1,34,29.8,5
34,34,32-360,CLE,@,GSW,L (-7),1,40:03:00,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,2,20,7.6,-1
35,35,32-362,CLE,@,SAC,L (-14),1,37:42:00,6,17,0.353,0,2,0,4,5,0.8,2,8,10,14,5,0,4,2,16,19.9,-11
36,36,33-000,CLE,@,UTA,L (-3),1,37:27:00,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,1,29,21.3,-5
37,37,33-003,CLE,,POR,W (+17),1,33:49:00,10,17,0.588,0,2,0,4,4,1,1,5,6,8,4,1,3,2,24,24.8,0
38,38,33-004,CLE,@,BOS,L (-14),1,32:42:00,8,15,0.533,0,2,0,3,3,1,0,7,7,6,1,1,4,1,19,15.3,-6
39,39,33-007,CLE,@,ORL,W (+4),1,37:17:00,12,23,0.522,4,7,0.571,5,7,0.714,3,7,10,9,6,1,3,1,33,34.7,15
40,40,33-009,CLE,@,MIN,L (-28),1,26:35:00,4,8,0.5,1,3,0.333,1,3,0.333,1,7,8,5,0,2,3,2,10,9.1,-39
41,41,33-012,CLE,@,TOR,L (-34),1,32:14:00,9,16,0.563,0,1,0,8,10,0.8,0,3,3,1,1,2,2,1,26,19.2,-22
42,42,33-013,CLE,@,IND,L (-2),1,40:27:00,11,25,0.44,2,9,0.222,3,4,0.75,2,6,8,11,3,1,5,2,27,22.3,-6
43,43,33-016,CLE,,GSW,L (-10),1,36:15:00,12,18,0.667,0,2,0,8,13,0.615,2,6,8,6,3,4,8,3,32,26.2,-14
44,44,33-019,CLE,,ORL,W (+1),1,34:47:00,7,16,0.438,0,4,0,2,8,0.25,1,4,5,6,1,0,6,1,16,5.9,-4
45,45,33-021,CLE,,OKC,L (-24),1,38:22:00,8,17,0.471,0,4,0,2,4,0.5,0,3,3,7,0,1,2,2,18,12.2,-33
46,46,33-024,CLE,@,SAS,L (-12),1,37:57:00,10,23,0.435,2,6,0.333,6,10,0.6,2,7,9,7,0,1,5,0,28,18.4,-10
47,47,33-027,CLE,,IND,W (+7),1,39:55:00,11,17,0.647,0,2,0,4,5,0.8,0,10,10,11,4,1,11,0,26,22.5,12
48,48,33-029,CLE,,DET,W (+17),1,37:48:00,8,15,0.533,1,4,0.25,8,9,0.889,1,7,8,14,1,0,3,0,25,27.9,18
49,49,33-031,CLE,@,DET,L (-11),1,37:45:00,9,20,0.45,2,7,0.286,1,2,0.5,0,6,6,7,0,1,4,2,21,12.8,-13
50,50,33-032,CLE,,MIA,W (+2),1,38:17:00,8,21,0.381,1,6,0.167,7,11,0.636,2,9,11,5,1,0,7,1,24,12.1,3
51,51,33-035,CLE,,HOU,L (-32),1,31:22:00,3,10,0.3,1,2,0.5,4,4,1,1,8,9,9,2,1,2,0,11,15.3,-17
52,52,33-038,CLE,@,ORL,L (-18),1,33:05:00,10,17,0.588,2,4,0.5,3,4,0.75,1,9,10,5,1,0,6,4,25,17,-14
53,53,33-039,CLE,,MIN,W (+2),1,48:19:00,16,22,0.727,5,7,0.714,0,2,0,1,9,10,15,1,1,5,3,37,36.6,-1
54,54,33-041,CLE,@,ATL,W (+16),1,40:43:00,8,20,0.4,0,3,0,6,7,0.857,2,10,12,19,0,0,3,2,22,24.7,12
55,55,33-043,CLE,@,BOS,W (+22),1,27:54:00,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,1,24,21.1,23
56,56,33-045,CLE,@,OKC,W (+8),1,39:44:00,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,37,28.2,-1
57,57,33-054,CLE,,WAS,L (-7),1,36:36:00,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,32,28.9,-10
58,58,33-055,CLE,@,MEM,W (+23),1,36:40:00,7,16,0.438,0,2,0,4,4,1,0,14,14,11,1,0,3,0,18,19.5,18
59,59,33-057,CLE,,SAS,L (-16),1,39:58:00,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,33,25.5,-8
60,60,33-059,CLE,,BRK,W (+6),1,38:46:00,13,25,0.52,2,4,0.5,3,3,1,4,8,12,11,1,0,1,1,31,31.2,2
61,61,33-061,CLE,,PHI,L (-11),1,39:02:00,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,2,30,23.1,-8
62,62,33-063,CLE,,DEN,L (-9),1,42:23:00,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,25,25.8,-6
63,63,33-065,CLE,,DET,W (+22),1,28:44:00,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,2,31,27.7,14
64,64,33-067,CLE,@,DEN,W (+5),1,39:08:00,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,39,32.9,8
65,65,33-069,CLE,@,LAC,L (-14),1,38:53:00,11,20,0.55,3,7,0.429,0,2,0,0,10,10,6,2,3,5,2,25,20.1,-16
66,66,33-071,CLE,@,LAL,L (-14),1,31:27:00,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,24,21.6,-13
67,67,33-073,CLE,@,PHO,W (+22),1,33:13:00,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,28,30.1,23
68,68,33-075,CLE,@,POR,L (-8),1,41:05:00,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,35,26.4,-3
69,69,33-077,CLE,@,CHI,W (+5),1,39:53:00,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,33,27.5,-4
70,70,33-079,CLE,,MIL,W (+7),1,40:01:00,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,40,33.4,4
71,71,33-081,CLE,,TOR,W (+3),1,39:24:00,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,2,35,39.9,12
72,72,33-083,CLE,,PHO,W (+25),1,29:16:00,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,27,24,11
73,73,33-085,CLE,@,BRK,W (+7),1,38:03:00,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,37,35.7,11
74,74,33-087,CLE,@,MIA,L (-19),1,37:59:00,7,18,0.389,0,4,0,4,5,0.8,1,5,6,7,0,0,6,1,18,8.5,-19
75,75,33-088,CLE,@,CHO,W (+13),1,36:53:00,14,26,0.538,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,41,33.6,21
76,76,33-090,CLE,,NOP,W (+5),1,41:45:00,12,24,0.5,0,4,0,3,3,1,1,8,9,11,1,0,1,0,27,25.8,16
77,77,33-092,CLE,,DAL,W (+11),1,38:32:00,5,21,0.238,2,3,0.667,4,4,1,3,10,13,12,0,0,2,1,16,14.4,7
78,78,33-094,CLE,,TOR,W (+6),1,37:16:00,8,14,0.571,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,27,20.6,12
79,79,33-096,CLE,,WAS,W (+4),1,38:48:00,12,20,0.6,2,7,0.286,7,10,0.7,2,7,9,14,0,0,6,2,33,29.1,13
80,80,33-097,CLE,@,PHI,L (-2),1,40:11:00,17,29,0.586,4,8,0.5,6,11,0.545,1,10,11,11,2,1,8,0,44,34.6,7
81,81,33-100,CLE,@,NYK,W (+14),1,38:38:00,7,16,0.438,3,6,0.5,9,10,0.9,0,6,6,11,1,0,4,2,26,22.9,14
82,82,33-102,CLE,,NYK,L (-12),1,10:33,4,9,0.444,0,2,0,2,3,0.667,1,4,5,2,1,0,3,0,10,6.2,5
1,1,33-292,LAL,@,POR,L (-9),1,37:20:00,9,16,0.563,0,4,0,8,9,0.889,2,10,12,6,1,0,6,3,26,20.4,-4
2,2,33-294,LAL,,HOU,L (-9),1,38:52:00,9,22,0.409,1,7,0.143,5,7,0.714,0,5,5,5,2,1,1,0,24,18.1,-13
3,3,33-296,LAL,,SAS,L (-1),1,42:52:00,11,25,0.44,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,32,26.6,-5
4,4,33-298,LAL,@,PHO,W (+18),1,28:04:00,7,16,0.438,1,5,0.2,4,4,1,0,7,7,10,3,0,0,1,19,22.3,19
5,5,33-299,LAL,,DEN,W (+7),1,34:40:00,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,11,3,0,2,3,28,29.7,13
6,6,33-301,LAL,@,SAS,L (-4),1,34:18:00,13,21,0.619,2,6,0.333,7,8,0.875,1,10,11,4,2,0,4,3,35,28.4,-1
7,7,33-303,LAL,@,MIN,L (-4),1,36:16:00,11,23,0.478,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,29,24.3,-6
8,8,33-305,LAL,,DAL,W (+1),1,38:34:00,11,19,0.579,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,29,23.8,5
9,9,33-308,LAL,@,POR,W (+4),1,31:21:00,9,20,0.45,1,5,0.2,9,11,0.818,0,5,5,7,0,2,3,1,28,21.2,-22
10,10,33-309,LAL,,TOR,L (-14),1,28:17:00,6,12,0.5,2,3,0.667,4,7,0.571,0,2,2,6,0,1,3,3,18,12.1,-16
11,11,33-312,LAL,,MIN,W (+4),1,38:32:00,10,21,0.476,3,9,0.333,1,2,0.5,1,10,11,9,0,2,3,1,24,20.9,3
12,12,33-315,LAL,@,SAC,W (+15),1,31:17:00,10,18,0.556,3,6,0.5,2,3,0.667,1,6,7,2,1,0,3,2,25,17.1,2
13,13,33-316,LAL,,ATL,W (+1),1,34:18:00,10,20,0.5,3,9,0.333,3,7,0.429,3,4,7,4,2,0,4,1,26,18.1,22
14,14,33-319,LAL,,POR,W (+9),1,36:00:00,13,19,0.684,5,6,0.833,13,15,0.867,2,8,10,9,1,3,4,0,44,44.3,4
15,15,33-322,LAL,@,ORL,L (-13),1,25:53:00,8,19,0.421,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,22,15.3,-11
16,16,33-323,LAL,@,MIA,W (+16),1,38:29:00,19,31,0.613,6,8,0.75,7,10,0.7,1,7,8,3,2,1,2,3,51,40.1,20
17,17,33-326,LAL,@,CLE,W (+4),1,35:30:00,11,20,0.55,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,32,26.2,9
18,18,33-328,LAL,,UTA,W (+7),1,35:04:00,8,17,0.471,2,5,0.4,4,6,0.667,1,9,10,7,2,1,5,1,22,18.1,13
19,19,33-330,LAL,,ORL,L (-4),1,40:27:00,8,14,0.571,2,7,0.286,6,11,0.545,0,4,4,7,0,1,6,4,24,14.6,-14
20,20,33-332,LAL,@,DEN,L (-32),1,30:04:00,5,15,0.333,0,4,0,4,6,0.667,0,7,7,2,2,2,4,0,14,7.6,-23
21,21,33-334,LAL,,IND,W (+8),1,38:09:00,15,27,0.556,2,7,0.286,6,10,0.6,1,8,9,7,2,0,4,2,38,28.7,19
22,22,33-335,LAL,,DAL,W (+11),1,31:19:00,12,21,0.571,2,4,0.5,2,4,0.5,2,3,5,4,0,1,4,3,28,17.9,10
23,23,33-337,LAL,,PHO,W (+24),1,30:59:00,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,22,16.4,12
24,24,33-340,LAL,,SAS,W (+8),1,39:42:00,15,24,0.625,3,7,0.429,9,13,0.692,0,5,5,6,2,0,2,1,42,34.9,19
25,25,33-342,LAL,@,SAS,L (-13),1,37:21:00,13,28,0.464,3,8,0.375,6,9,0.667,2,6,8,11,2,0,1,4,35,29.7,-19
26,26,33-343,LAL,@,MEM,W (+23),1,31:38:00,9,18,0.5,0,3,0,2,3,0.667,1,7,8,9,2,0,5,2,20,15.9,21
27,27,33-345,LAL,,MIA,W (+3),1,37:31:00,10,19,0.526,4,7,0.571,4,8,0.5,0,9,9,12,1,0,2,0,28,27.2,18
28,28,33-348,LAL,@,HOU,L (-15),1,36:26:00,12,18,0.667,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,29,22.5,-9
29,29,33-350,LAL,@,CHO,W (+28),1,30:13:00,7,15,0.467,2,6,0.333,8,12,0.667,1,11,12,11,1,0,3,0,24,24.4,31
30,30,33-351,LAL,@,WAS,L (-18),1,32:00:00,5,16,0.313,0,2,0,3,6,0.5,0,6,6,3,0,1,4,0,13,3.2,-21
31,31,33-353,LAL,@,BRK,L (-5),1,41:12:00,13,23,0.565,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,36,29.3,4
32,32,33-356,LAL,,NOP,W (+8),1,38:45:00,8,20,0.4,0,4,0,6,9,0.667,2,10,12,14,2,0,2,3,22,23,13
33,33,33-358,LAL,,MEM,L (-8),1,35:37:00,8,14,0.571,2,5,0.4,4,4,1,1,13,14,7,1,1,4,0,22,22.6,-3
34,34,33-360,LAL,@,GSW,W (+26),1,21:15,6,11,0.545,0,2,0,5,8,0.625,2,11,13,5,1,0,2,1,17,17.3,5
52,35,34-032,LAL,@,LAC,W (+3),1,40:26:00,9,22,0.409,1,6,0.167,5,7,0.714,1,13,14,9,1,0,4,0,24,19.3,2
54,36,34-037,LAL,@,IND,L (-42),1,30:13:00,7,12,0.583,2,5,0.4,2,3,0.667,0,7,7,9,1,0,6,1,18,15,-17
55,37,34-039,LAL,@,BOS,W (+1),1,37:44:00,11,21,0.524,5,10,0.5,1,5,0.2,2,10,12,12,3,0,3,4,28,27.3,11
56,38,34-042,LAL,@,PHI,L (-23),1,33:09:00,8,16,0.5,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,18,14.1,0
57,39,34-044,LAL,@,ATL,L (-4),1,43:03:00,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,28,32.2,0
58,40,34-053,LAL,,HOU,W (+5),1,40:08:00,11,23,0.478,0,4,0,7,10,0.7,4,8,12,6,1,1,4,1,29,22.8,6
59,41,34-055,LAL,@,NOP,L (-13),1,38:31:00,11,17,0.647,3,6,0.5,2,6,0.333,0,7,7,12,4,1,4,0,27,29.1,-10
60,42,34-057,LAL,@,MEM,L (-5),1,39:44:00,8,23,0.348,0,4,0,8,10,0.8,3,9,12,11,3,0,5,3,24,19.6,2
61,43,34-059,LAL,,NOP,W (+6),1,37:19:00,13,24,0.542,4,9,0.444,3,8,0.375,1,5,6,10,2,1,2,2,33,28.5,2
62,44,34-061,LAL,,MIL,L (-11),1,38:49:00,10,19,0.526,3,8,0.375,8,10,0.8,2,5,7,10,1,0,3,2,31,28,-4
63,45,34-062,LAL,@,PHO,L (-9),1,40:46:00,10,21,0.476,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,27,24.8,-1
64,46,34-064,LAL,,LAC,L (-8),1,42:24:00,9,18,0.5,1,6,0.167,8,12,0.667,0,8,8,6,1,1,2,3,27,21.5,-11
65,47,34-066,LAL,,DEN,L (-16),1,31:07:00,13,22,0.591,2,7,0.286,3,8,0.375,0,7,7,7,1,1,4,4,31,21.9,-8
66,48,34-069,LAL,,BOS,L (-13),1,27:46:00,13,23,0.565,1,5,0.2,3,7,0.429,2,8,10,12,0,0,3,0,30,26.7,11
67,49,34-072,LAL,@,CHI,W (+16),1,33:24:00,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,36,27.9,9
68,50,34-074,LAL,@,TOR,L (-13),1,31:47:00,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,2,29,18.1,0
70,51,34-077,LAL,@,NYK,L (-1),1,35:00:00,11,26,0.423,0,6,0,11,13,0.846,2,4,6,8,0,1,2,2,33,24.5,9
72,52,34-082,LAL,,BRK,L (-5),1,36:42:00,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,3,25,15.3,-2
73,53,34-084,LAL,,SAC,W (+5),1,35:16:00,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,1,29,26.9,5
74,54,34-086,LAL,,WAS,W (+18),1,33:54:00,11,20,0.55,1,6,0.167,0,2,0,0,7,7,14,1,0,3,1,23,22.1,3
76,55,34-089,LAL,,CHO,W (+14),1,31:58:00,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,1,27,18.5,14
1,1,34-296,LAL,@,LAC,L (-10),1,36:00:00,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,3,18,11.6,-8
2,2,34-299,LAL,,UTA,W (+9),1,30:34:00,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,0,32,30.9,17
3,3,34-301,LAL,,CHO,W (+19),1,35:01:00,7,14,0.5,1,3,0.333,5,5,1,1,5,6,12,1,0,4,0,20,20.6,17
