Stat One, Stat Two, Stat Three, R2, RMSE
FTA,FT%,AST,-0.25541,7.48550
FTA,FT%,STL,-0.22922,7.40699
FTA,FT%,BLK,-0.23493,7.42419
FTA,FT%,TOV,-0.24240,7.44660
FTA,FT%,PF,-0.25533,7.48525
FTA,FT%,GmSc,0.72547,3.50043
FTA,ORB,DRB,-0.20100,7.32147
FTA,ORB,TRB,-0.20100,7.32147
FTA,ORB,AST,-0.24309,7.44868
FTA,ORB,STL,-0.22055,7.38083
FTA,ORB,BLK,-0.22306,7.38841
FTA,ORB,TOV,-0.22641,7.39853
FTA,ORB,PF,-0.24164,7.44434
FTA,ORB,GmSc,0.71602,3.56020
FTA,DRB,TRB,-0.20100,7.32147
FTA,DRB,AST,-0.18834,7.28279
FTA,DRB,STL,-0.16781,7.21960
FTA,DRB,BLK,-0.17356,7.23737
FTA,DRB,TOV,-0.18223,7.26405
FTA,DRB,PF,-0.19213,7.29441
FTA,DRB,GmSc,0.71460,3.56905
FTA,TRB,AST,-0.18283,7.26589
FTA,TRB,STL,-0.16172,7.20078
FTA,TRB,BLK,-0.16855,7.22191
FTA,TRB,TOV,-0.17502,7.24188
FTA,TRB,PF,-0.18426,7.27030
FTA,TRB,GmSc,0.72316,3.51512
FTA,AST,STL,-0.20831,7.34373
FTA,AST,BLK,-0.20868,7.34485
FTA,AST,TOV,-0.21744,7.37143
FTA,AST,PF,-0.23040,7.41055
FTA,AST,GmSc,0.71728,3.55228
FTA,STL,BLK,-0.18714,7.27912
FTA,STL,TOV,-0.19400,7.30011
FTA,STL,PF,-0.20776,7.34205
FTA,STL,GmSc,0.71972,3.53690
FTA,BLK,TOV,-0.19480,7.30256
FTA,BLK,PF,-0.20797,7.34269
FTA,BLK,GmSc,0.71894,3.54183
FTA,TOV,PF,-0.21912,7.37650
FTA,TOV,GmSc,0.78552,3.09402
FTA,PF,GmSc,0.71427,3.57115
FT%,ORB,DRB,-0.09502,6.99101
FT%,ORB,TRB,-0.09502,6.99101
FT%,ORB,AST,-0.12233,7.07764
FT%,ORB,STL,-0.07233,6.91819
FT%,ORB,BLK,-0.07954,6.94139
FT%,ORB,TOV,-0.10938,7.03668
FT%,ORB,PF,-0.10699,7.02911
FT%,ORB,GmSc,0.75417,3.31241
FT%,DRB,TRB,-0.09502,6.99101
FT%,DRB,AST,-0.10041,7.00817
FT%,DRB,STL,-0.04414,6.82664
FT%,DRB,BLK,-0.05860,6.87375
FT%,DRB,TOV,-0.09574,6.99328
FT%,DRB,PF,-0.07904,6.93980
FT%,DRB,GmSc,0.76899,3.21105
FT%,TRB,AST,-0.09847,7.00200
FT%,TRB,STL,-0.04539,6.83071
FT%,TRB,BLK,-0.06120,6.88218
FT%,TRB,TOV,-0.09373,6.98687
FT%,TRB,PF,-0.07739,6.93450
FT%,TRB,GmSc,0.77117,3.19580
FT%,AST,STL,-0.06153,6.88325
FT%,AST,BLK,-0.06853,6.90590
FT%,AST,TOV,-0.10695,7.02898
FT%,AST,PF,-0.09728,6.99821
FT%,AST,GmSc,0.73773,3.42138
FT%,STL,BLK,-0.01839,6.74193
FT%,STL,TOV,-0.05290,6.85520
FT%,STL,PF,-0.04815,6.83973
FT%,STL,GmSc,0.74196,3.39370
FT%,BLK,TOV,-0.05675,6.86775
FT%,BLK,PF,-0.04957,6.84438
FT%,BLK,GmSc,0.76464,3.24112
FT%,TOV,PF,-0.09168,6.98031
FT%,TOV,GmSc,0.81536,2.87072
FT%,PF,GmSc,0.75705,3.29297
ORB,DRB,TRB,-0.04240,6.82094
ORB,DRB,AST,-0.04957,6.84436
ORB,DRB,STL,0.00126,6.67658
ORB,DRB,BLK,-0.01247,6.72231
ORB,DRB,TOV,-0.03889,6.80946
ORB,DRB,PF,-0.03230,6.78782
ORB,DRB,GmSc,0.75888,3.28056
ORB,TRB,AST,-0.04957,6.84436
ORB,TRB,STL,0.00126,6.67658
ORB,TRB,BLK,-0.01247,6.72231
ORB,TRB,TOV,-0.03889,6.80946
ORB,TRB,PF,-0.03230,6.78782
ORB,TRB,GmSc,0.75888,3.28056
ORB,AST,STL,-0.02810,6.77401
ORB,AST,BLK,-0.03533,6.79777
ORB,AST,TOV,-0.06115,6.88203
ORB,AST,PF,-0.06022,6.87899
ORB,AST,GmSc,0.73736,3.42378
ORB,STL,BLK,0.01019,6.64668
ORB,STL,TOV,-0.01278,6.72335
ORB,STL,PF,-0.01566,6.73289
ORB,STL,GmSc,0.73523,3.43766
ORB,BLK,TOV,-0.01707,6.73757
ORB,BLK,PF,-0.01826,6.74150
ORB,BLK,GmSc,0.75644,3.29710
ORB,TOV,PF,-0.04923,6.84326
ORB,TOV,GmSc,0.80827,2.92534
ORB,PF,GmSc,0.75265,3.32263
DRB,TRB,AST,-0.04957,6.84436
DRB,TRB,STL,0.00126,6.67658
DRB,TRB,BLK,-0.01247,6.72231
DRB,TRB,TOV,-0.03889,6.80946
DRB,TRB,PF,-0.03230,6.78782
DRB,TRB,GmSc,0.75888,3.28056
DRB,AST,STL,-0.00541,6.69884
DRB,AST,BLK,-0.02108,6.75083
DRB,AST,TOV,-0.05453,6.86052
DRB,AST,PF,-0.03791,6.80623
DRB,AST,GmSc,0.73636,3.43028
DRB,STL,BLK,0.03173,6.57395
DRB,STL,TOV,0.00227,6.67321
DRB,STL,PF,0.01132,6.64288
DRB,STL,GmSc,0.75155,3.33003
DRB,BLK,TOV,-0.01036,6.71529
DRB,BLK,PF,0.00176,6.67489
DRB,BLK,GmSc,0.76751,3.22126
DRB,TOV,PF,-0.03575,6.79915
DRB,TOV,GmSc,0.84244,2.65184
DRB,PF,GmSc,0.75826,3.28472
TRB,AST,STL,-0.00384,6.69360
TRB,AST,BLK,-0.02048,6.74886
TRB,AST,TOV,-0.04929,6.84346
TRB,AST,PF,-0.03306,6.79034
TRB,AST,GmSc,0.73954,3.40954
TRB,STL,BLK,0.02996,6.57996
TRB,STL,TOV,0.00426,6.66655
TRB,STL,PF,0.01329,6.63625
TRB,STL,GmSc,0.75212,3.32619
TRB,BLK,TOV,-0.01006,6.71432
TRB,BLK,PF,0.00215,6.67360
TRB,BLK,GmSc,0.76958,3.20693
TRB,TOV,PF,-0.03093,6.78332
TRB,TOV,GmSc,0.84333,2.64433
TRB,PF,GmSc,0.76422,3.24397
AST,STL,BLK,0.01702,6.62369
AST,STL,TOV,-0.01256,6.72260
AST,STL,PF,-0.00894,6.71059
AST,STL,GmSc,0.72849,3.48111
AST,BLK,TOV,-0.01689,6.73696
AST,BLK,PF,-0.01106,6.71765
AST,BLK,GmSc,0.75377,3.31509
AST,TOV,PF,-0.05046,6.84729
AST,TOV,GmSc,0.83557,2.70906
AST,PF,GmSc,0.76113,3.26518
STL,BLK,TOV,0.03134,6.57528
STL,BLK,PF,0.03255,6.57116
STL,BLK,GmSc,0.74015,3.40557
STL,TOV,PF,-0.00133,6.68524
STL,TOV,GmSc,0.79900,2.99522
STL,PF,GmSc,0.74227,3.39163
BLK,TOV,PF,-0.00188,6.68708
BLK,TOV,GmSc,0.81250,2.89289
BLK,PF,GmSc,0.76079,3.26748
TOV,PF,GmSc,0.80979,2.91370
